Total attrs: 57375
past greats	过去的伟人
pop_latest_ref	pop_latest_ref
clprovincef	clprovincef
Parent body	父体
themes	主题
altt mini	altt迷你
Field of research	研究领域
shoe	鞋
RunnerSemiCount	runnersemicount
internationalmatches	internationalmatches
government4	government4
government5	government5
emeritus_bishops_title	emeritus_bishops_title
designed_by	designed_by
Cylinder bore	气缸孔
government2	government2
government3	government3
year_representative3	year_representative3
year_representative2	year_representative2
Ship beam	船梁
year_representative7	year_representative7
year_representative6	year_representative6
year_representative5	year_representative5
year_representative4	year_representative4
upper school principal	高中校长
year_representative9	year_representative9
serialnumbers	编号
adoptive children	收养儿童
actend	actend
Official_name	official_name
visiting Scientists	来访的科学家
Jun_Precip_inch	jun_precip_inch
Vice President and Principal	副校长兼校长
parnet	亲代
population_density_m2	population_density_m2
elevation_lowest point_m	elevation_lowest point_m
mail	邮件
main	主要
concert_name	concert_name
First Reported	首次报道
Pretend from	假装
pin11_name	pin11_name
RECHTE NEBENFLÜSSE	权nebenflÜSSE
annual_website_visits	annual_website_visits
capacité été	能力ééTé
Most stolen bases	大部分被盗基地
dim	昏暗的
PAG 3rd most recent	PAG最近第三
fielsgoalsB	fielsgoalsb
medical director	医学主任
Official Web	官方网站
awards given to are	给予的奖励
other_dimensions	other_dimensions
Constructed By	建造
GDP_PPP_year	gdp_ppp_year
Repealed	废除
erdos_number	erdos_number
refereeyear2start	refereeyear2start
Recored	记录
Protocol	协议
OneTopScorer	onetopscorer
sat chan 5.	坐陈5。
plant_species	plant_species
mangersclub5	mangersclub5
can17-stat	can17统计
School days	学校日
2006 NBA Draft	2006个选秀
Slavic equivalent	斯拉夫等效
dir	目录
Number of species	物种数
acting editor	代理编辑
cod_municipio	cod_municipio
luminosity_class	luminosity_class
lastODIagainst	lastodiagainst
rl_currentclub	rl_currentclub
Head custodian	头托管
spinoff	分拆
away_total	away_total
area_km2	area_km2
area_km3	area_km3
Food type	食品类型
tricolorable	tricolorable
unitary_wales2	unitary_wales2
brith_place	brith_place
primary_operating_income	primary_operating_income
Filing status	归档状态
LatNS	latns
league head	联赛冠军
comaffairs	comaffairs
usage9899	usage9899
fristt20idate	fristt20idate
BESONDERHEITEN	besonderheiten
thana	一
youthclubs1	youthclubs1
BackColor	背景色
May precipitation mm	月降水量
elevation_max_m	elevation_max_m
ex image caption	前图像字幕
Home era	家庭时代
alt3	alt3
alt2	ALT2
alt1	ALT1
Egg color	蛋色
lacrossestadium	lacrossestadium
discharch	discharch
endogamous	同族的
clerk	店员
retiredate	retiredate
Brewmaster	酒仙
Date of Passing	传递日期
french	法国人
Saponification value	皂化值
flag_s8	flag_s8
begin_reign	begin_reign
Last entry	最后进入
WallStreetJournal	wallstreetjournal
flag_s3	flag_s3
flag_s2	flag_s2
flag_s1	flag_s1
silverCGA	silvercga
flag_s7	flag_s7
flag_s6	flag_s6
flag_s5	flag_s5
flag_s4	flag_s4
sa/disp	SA /显示
instituto	研究所
Closing	关闭
institute	研究所
Track record time	记录时间
team1association	team1association
ru_clubcaps	ru_clubcaps
Water rides	水上游乐设施
Goggles	护目镜
college day	大学日
Decisions are appealed to	决定呼吁
sb_name	sb_name
king in exile	流亡之王
draftedYear	draftedyear
executives_in_charge	executives_in_charge
bgcolormain	bgcolormain
last_commander	last_commander
datebirth	datebirth
ru_proclub	ru_proclub
co pastor	合作牧师
Hazards	危害
needed_votes	needed_votes
Associate 5 end	联营5年底
Complexion	肤色
licensing	许可
curaçao	ç库拉索AO
Most wins (driver)	最胜（司机）
Specialist	专家
Competencies	能力
habitat	栖息地
previous_election2	previous_election2
peri	围
sovereignty_note	sovereignty_note
previous_election1	previous_election1
inflation_title	inflation_title
devcoachyears6	devcoachyears6
SAG 1st times	凹陷第一次
perp	PERP
Awards	奖
filmbio-work-group	filmbio工作组
h4-surface	H4表面
Procedural	程序
l_pattern_s	l_pattern_s
stair_count	stair_count
programming_language	programming_language
re-founded	再创建
current_stockpile	current_stockpile
union_territory	union_territory
advice_and_consent2	advice_and_consent2
Parish council	教区委员会
Last system dissipated	最后系统消散
Profit after tax	税后利润
Longtypes	longtypes
team songs	团队歌曲
electedtype	electedtype
notable cases	显著病例
diameter_imperial	diameter_imperial
uly	7
closure Date	关闭日期
deformed	变形
unit rain days	单位雨天
flagship	旗舰
max_volume_size	max_volume_size
leader_tile1	leader_tile1
unsigneddate	unsigneddate
acting principal	代理校长
elected position	选位
coordinates_source	coordinates_source
claim	索赔
portals	门户网站
years 9	9年
years 8	8年
Director of Football	足球总监
area_water_mile2	area_water_mile2
filming_ended	filming_ended
company_type	company_type
tz note 2	TZ注2
agent	代理
years 2	2年
political_party	political_party
rnick2	rnick2
first champion	第一次冠军
Offensive POY	进攻POY
Roadrace Director	roadrace主任
Current_label	current_label
class officers	班级干部
tv shows	电视节目
owner/operator	业主/经营者
lastagainst1	lastagainst1
Pinyin	拼音
map1 size	图的大小
FR_foot	fr_foot
Housing 2	住房2
mediumoflanguage	mediumoflanguage
alternate_ name	alternate_名称
largest_town	largest_town
caf super cup	南美超级杯
variation2color	variation2color
french_name	french_name
race1_fast	race1_fast
Online Store	网上商店
inputs	输入
Vorwahl	德国区码
bronzeNOC2	bronzenoc2
Silver3	silver3
Moto3 Championships	moto3锦标赛
african	非洲
motto in Latin	拉丁文格言
Radical Championships	自由基锦标赛
othersubway	othersubway
headsquarterters	headsquarterters
Team Manager	团队经理
app_interval	app_interval
Language of Proceedings	诉讼语言
نام	نام
research funding (FY 2013)	研究基金（2013年度）
coaching_years	coaching_years
broadcast location	广播位置
lastagainst2	lastagainst2
position_held	position_held
constituency -	选区—
Ship Captain	船舶船长
date_entered_into_force	date_entered_into_force
honorififc_sufix	honorififc_sufix
alma máter	阿尔玛Máter
Landing points	着陆点
cause_note	cause_note
aircraft_general	aircraft_general
osl2	osl2
bgcolor_image	bgcolor_image
Commentators	评论员
constituency 3	选区3
change_of_use_date	change_of_use_date
Division Titles	部门名称
Operating System	操作系统
Commanding Officer	指挥官
settlement_footnote	settlement_footnote
siddhi_date	siddhi_date
fuel_consumption	fuel_consumption
Series Billing	系列计费
units6	units6
Champions10px	champions10px
amatcaps2	amatcaps2
Userland	用户
ordinal text	序数文本
parent	母
amatcaps4	amatcaps4
BCSRank	bcsrank
Planeswalker Level	旅法师的水平
TopScorer2Team	topscorer2team
S	S
Career record	职业生涯记录
Dec sun	太阳
Inventor:	发明者：
BillboardN	billboardn
singers	歌手
telescope14_name	telescope14_name
alumni_website	alumni_website
Grounds	理由
Engineered by	工程
firstodiyear	firstodiyear
Department of Theatre	剧场系
additional music	附加音乐
Partei	格
Date of award	裁决日期
B. Tech Intake	技术摄入量
related names	相关名称
patronr	patronr
orchestration	业务流程
stanley cup wins as a coach	斯坦利杯赛作为一名教练
Tariff Plans `	关税计划
Maximum height	最大高度
maintainer	保持系
total students	学生总数
NAICS_code	naics_code
venues	场馆
maintained	保持
grants	补助金
division_season	division_season
honorary president	名誉校长
Cycle durability	循环耐久性
s {{nobold|(colloquial)Acronym	S { { nobold |（口语）的缩写
This compilation	本汇编
Number of Departments	部门数
mark	马克
combination_natvar	combination_natvar
map_1	map_1
ceotitle	ceotitle
mark_size	mark_size
Commander4	commander4
lastIPLdate	lastipldate
venue1	venue1
effective firing range	有效射击范围
Ship hull	船体
venue2	venue2
special officer	特别警官
11th grade	第十一级
-ICD10	- ICD10
Editor Charlotte	编辑夏洛特
Resident Choreographers	居民们
Far_East_qualifier	far_east_qualifier
This album	这张专辑
notable albums	著名的唱片
gm4_ot	gm4_ot
second vice chancellor	副校长
Name (Translated)	名称（翻译）
Causes	原因
associated	相关
Home total	家庭总数
characteristics	特点
Brand Ambassador	品牌大使
Commander3	commander3
WPL Coach	WPL教练
Commander5	commander5
Bus owner	巴士车主
cluster	集群
latest_release_version	latest_release_version
gname	gname
worship_mode	worship_mode
Last Edition	最后一版
manx_shedding	manx_shedding
movements	运动
par	PAR
later_work	later_work
shirt	衬衫
doctor	医生
Academic Advisors	学术顾问
facebook page	脸谱页面
Manager_	manager_
paf	PAF
naBold textBold textme	nabold textbold TextMe
patrons	顾客
traded	交易
First record	第一记录
other section winning act3	其他部分获奖时
other section winning act2	其他部分获奖ACT2
other section winning act1	其他部分获奖ACT1
Other Tracks	其他轨道
herad	听到
share	分享
pays1_lien_subdivision3	pays1_lien_subdivision3
pays1_lien_subdivision1	pays1_lien_subdivision1
via1_2	via1_2
via1_3	via1_3
latd 11	纬度11
via1_1	via1_1
via1_6	via1_6
via1_7	via1_7
via1_4	via1_4
via1_5	via1_5
MAX-HÖHE	他max-hÖ
cflstatvalue2	cflstatvalue2
via1_8	via1_8
via1_9	via1_9
cflstatvalue6	cflstatvalue6
cflstatvalue5	cflstatvalue5
cflstatvalue4	cflstatvalue4
TIME-HEAT	time-heat
Muzzle velocity	枪口速度
rye	黑麦
enforcers	执法者
Bc1	BC1
Chief of Department	部门主任
first awarded	第一批
federal_subject	federal_subject
phone	电话
OC first	OC第一
First win	第一次胜利
train no	火车不
Top floor	顶层
height_inch	height_inch
notable works and roles	显著的作品和角色
year published	年出版
Activity sectors	活动部门
homepage 2	主页2
no_coord_parameters	no_coord_parameters
wildland engines	荒地引擎
MCurrent	电流
Longest losing run	最长输
Current_rank	current_rank
railexits0607	railexits0607
key_peoples	key_peoples
density footnotes	密度的脚注
Ballroom	舞厅
time-begin	时间开始
bithday	生日
alma-mater	母校
lower-age	低年龄
lat_dir	lat_dir
staffing	人员配备
brigade	旅
cover design(s)	封面设计（上）
Ship laid down	放下船
legal_AU	legal_au
h-majority	h-majority
nextevent2	nextevent2
Record Labels	记录标签
key_people2	key_people2
Attack type	攻击类型
subdivisn_type5	subdivisn_type5
chanchellor	chanchellor
ept money finishes	EPT的钱完成
common last name	共同姓氏
presidente	总统
BOL_mass	bol_mass
Former Members	前成员
Shareholders	股东
RoadRecord	roadrecord
Bibliography	参考书目
watershed_sq_mi	watershed_sq_mi
Long	长
termend7	termend7
termend6	termend6
termend5	termend5
termend4	termend4
termend3	termend3
termend2	termend2
termend1	termend1
party_label	party_label
district_collector	district_collector
1stRoundCity	1stroundcity
depression	抑郁
VPAA	vpaa
procurator	检察官
term7a	term7a
anthem	国歌
StardustW	stardustw
cup_date1	cup_date1
cup_date2	cup_date2
cup_date3	cup_date3
Audio format	音频格式
inter-houses	间屋
Pastor(s)	牧师（牧师）
body	体
Government Slogan Shift	政府口号转变
can13-stat	can13统计
Service type	服务类型
ministère 1	1部è
Professor	教授
Director (s)	主任（的）
zona_utc	zona_utc
others	别人
AMASB Championships	amasb锦标赛
narrator(s)	讲述者
date-density	日期密度
Publishingpublisher	publishingpublisher
Central Offices	中央办公室
area_forest_km2	area_forest_km2
GP Podiums	大奖赛的领奖台上
world premiere	世界首映
Next album1	下一album1
Cyclists participating	骑自行车的人
station manager	车站经理
flag p2	国旗P2
Certifying agency	认证机构
FilmfareW	filmfarew
pin18_name	pin18_name
natural_bust	natural_bust
2010–11	2010 11
initials	缩写
Position:	位置：
surface_EVA_time	surface_eva_time
lastawarded	lastawarded
FT	FT
bogiewheelbase	bogiewheelbase
triesD	triesd
presidents	总统
codef_coach2	codef_coach2
Position1	职位名称
South Offensive POY	南进攻POY
Total ships preserved	保存的船舶
place of work	工作地点
Sweetest Band ever	最甜美的乐队
file_ext	file_ext
preservedgauge	preservedgauge
prevconclave_year	prevconclave_year
Ft	FT
usa	美国
uso	美国劳军联合组织
executive assistant	行政助理
notrecognised	notrecognised
time_in_Office	time_in_office
Years_In_Canada	years_in_canada
image6	如图6
membershi	会员
ABFLUSS-LoM	abfluss LOM
Awards	奖
Last single title	最后一个单一的标题
SBK Best Position	SBK的最佳位置
image4	图4
Registered Series	注册系列
average golas	平均目标
AsstCoach2	asstcoach2
AsstCoach5	asstcoach5
signed works	签名作品
Feast	盛宴
Management and Budget end	管理和预算结束
AREA Code	区域码
deputy Principal	副校长
sport6	sport6
tries3	tries3
Ortswappen	ortswappen
members_name 9	members_name 9
Start of season	季节开始
creatortitle15	creatortitle15
monthofbirth	monthofbirth
Area of expertise	专长领域
executive roducer	执行货物
best right wing	最佳右翼
in session	在会议上
spouses.	配偶。
Repeat interval	重复间隔
Sound Engineer	声音工程师
Def MVP	DEF的MVP
strength	强度
conference_top_seed	conference_top_seed
Theory violation	理论违背
years active	年活动
numpart	numpart
related companies	相关的公司
state_senate8	state_senate8
sex_ratio_type	sex_ratio_type
GP3_Round_No	gp3_round_no
mainchar	mainchar
SEED number	种子数
LatinBillboard Music AwardsN	latinbillboard音乐awardsn
Previous_Touring_members	previous_touring_members
Hospital attached	附属医院
deacon	执事
Former Principals	前校长
appeals from7	上诉7
season_champs	season_champs
revenue (2014)	收入（2014）
Treasure Hunter	宝藏猎人
VH1VogueN	vh1voguen
ads1 chan 1	ADS1陈1
Discography	椎间盘造影术
mmakowins	mmakowins
title_won	title_won
VH1VogueW	vh1voguew
position 2012	位置2012
coachteams4	coachteams4
image text	图像文本
Aid organization	援助组织
